FactID,Year,StateCode,DistrictCode,LevelOfEducation,TotalEnrollment,FemaleEnrollment,GrossEnrollmentRatio,DropoutRate,TeacherCount,TeacherTrainedCount,AvgTrainingHours,SchoolsTotal,SchoolsWithInternet,SmartClassroomsCount,DigitalReadySchools,StudentsWithDevices,StudentsWithDisabilities,GirlToBoyRatio,VocationalEnrollment,SkillCertifiedLearners,SkillPlacementRate,BudgetAllocated,BudgetUtilized,PolicyImplementationScore,AccessIndex,QualityIndex,InfrastructureIndex,EquityIndex,GovernanceIndex,OverallNEPIndex,Source,LastUpdated,MathScore,ReadingScore,ScienceScore,AverageScore,PassPercentage,StudentPerformanceIndex,StudentsScoring75Plus,SchoolsWithLibrary,SchoolsWithLab,SchoolsWith5334Structure,SchoolsWithRegionalCurriculum,TeachersGraduate,TeachersPostGraduate,TeachersWithBEd,Date,PolicyId
F_S28_Higher_2023,2023,S02,D0047,Higher,299778,347994,85.73094805,5.716648807,19152,25244,29.74940498,8697,3079,188,173,379138,3520,0.946662378,7468,98177,57.8465695,4631244,2455391.43,96.97719049,73.18557507,80.69529994,93.44677835,70.5306964,51.91279307,55.98393068,Education Survey Data,01-11-2025,60.65,85.62,71.42,72.56,79.82,68.19,147,174,195,186,133,3279,2143,2178,16-03-2022,P010
F_S28_Higher_2024,2024,S13,D0005,Higher,700805,194724,66.14378342,3.20956647,33311,4180,92.99804099,2527,5716,3001,1444,138577,1754,0.857841001,19112,57095,64.54619469,8550359,3558324.91,79.71685869,75.07964882,76.0662116,67.71973669,70.75670779,57.83942183,51.91872569,Education Survey Data,01-11-2025,59.97,74.47,66.65,67.03,73.73,60.71,97,188,171,142,142,2807,1453,2996,17-12-2023,P020
F_S28_Higher_2025,2025,S27,D0020,Higher,512078,539266,87.74985167,7.196732462,32872,6909,68.04300672,5288,6196,4665,2415,230004,5965,0.813203393,10121,60333,87.8348066,3044399,5611100.22,77.29976577,99.12395071,59.46475554,71.3390633,74.78636277,55.81902812,87.87254324,Education Survey Data,01-11-2025,61.86,73.51,64.09,66.49,73.14,64.41,237,103,78,78,93,1779,1004,1419,02-10-2023,P010
F_S28_Vocational_2020,2020,S27,D0020,Vocational,731040,467123,83.4984739,5.634922341,14143,36180,44.27801708,2502,2420,4925,4717,278671,7200,1.033239157,7840,67734,68.99990521,9638284,7912261.474,59.99376797,68.36351576,75.35560494,57.60437183,95.06891945,80.21414913,69.93546833,Education Survey Data,01-11-2025,67.72,57.39,57.43,60.85,66.94,58.43,70,216,205,209,242,3858,1724,3204,16-03-2022,P002
F_S28_Vocational_2021,2021,S13,D0005,Vocational,853483,410687,90.34178842,6.893304416,38576,15046,85.02112371,6680,3236,3001,6793,486006,7771,0.807220368,16381,89248,49.44189739,7538262,4356366.23,71.54739531,87.55033842,82.52004366,51.05922499,82.21295486,52.02104144,88.70062767,Education Survey Data,01-11-2025,69.87,66.2,66.7,67.59,74.35,66.17,196,280,275,214,204,4338,2306,3542,18-11-2020,P016
F_S28_Vocational_2022,2022,S17,D0010,Vocational,669170,474245,60.30763365,4.674768184,27393,16303,73.76549745,5797,5527,6315,4854,408931,7989,0.940463905,4719,2598,64.14386941,1201845,7300792.398,76.48710342,69.05411538,77.16854343,76.34802457,84.81996235,63.87365502,85.88267746,Education Survey Data,01-11-2025,80.4,64.49,68.32,71.07,78.18,67.87,101,184,126,115,142,2668,1230,2098,19-01-2020,P017
F_S28_Vocational_2023,2023,S22,D0016,Vocational,477066,261684,69.48959839,6.14254295,3140,6209,55.41031943,564,3155,3818,782,53403,5086,1.198086033,10641,43724,81.63187626,2497496,5126058.928,92.61648691,60.63147833,65.88619142,99.89908406,61.29569447,91.15185172,59.1453374,Education Survey Data,01-11-2025,60.01,65.65,54.82,60.16,66.18,53.12,173,221,190,183,135,4061,2176,2867,18-12-2025,P016
F_S28_Vocational_2024,2024,S14,D0025,Vocational,644535,156644,76.30764472,7.418675933,44385,14363,93.22756157,2133,8305,5446,6854,104523,9126,0.970370129,10762,78045,67.78739478,8519462,3342290.231,84.25017086,55.12989864,94.96693521,75.16738899,93.08129576,66.45101185,55.85535854,Education Survey Data,01-11-2025,75.87,68.82,69.01,71.23,78.35,67.94,90,320,229,241,285,5308,3050,4639,05-12-2022,P012
F_S28_Vocational_2025,2025,S16,D0044,Vocational,266376,400575,85.308034,4.171921985,37492,3348,30.16553472,6915,1565,2995,815,371804,3359,0.978246747,12068,9757,69.92271455,3836294,4640455.252,68.80978366,93.81661276,97.87405143,81.90695351,69.70271435,90.52824139,52.30158011,Education Survey Data,01-11-2025,66.29,66.7,64.6,65.86,72.45,63.36,314,171,181,159,142,2980,1248,2959,17-04-2021,P009
F_S29_Pre-Primary_2020,2020,S14,D0025,Pre-Primary,820584,246634,79.27835189,9.20582975,46162,10854,94.43931129,8990,4457,4888,3902,465501,4898,1.15855626,9244,35291,87.68218201,3567052,3074802.316,91.32969652,94.33053583,92.93604966,83.60734758,95.35253249,68.44245257,91.63869377,Education Survey Data,01-11-2025,67.6,56.14,48.83,57.52,63.27,58.67,116,61,50,57,54,1111,694,799,24-08-2025,P016
F_S29_Pre-Primary_2021,2021,S27,D0030,Pre-Primary,364570,119414,61.12066327,8.205694124,16729,9689,90.14708529,9792,7153,2914,4662,259195,2836,1.148047672,18939,73412,87.59205037,8862680,2095912.114,89.67260391,94.74502365,90.0272158,66.43151194,56.11548314,81.19897477,59.17425456,Education Survey Data,01-11-2025,73.4,75.24,58.26,68.97,75.87,64.98,175,369,336,174,356,6580,2562,5685,30-07-2023,P008
F_S29_Pre-Primary_2022,2022,S29,D0014,Pre-Primary,541421,398502,95.95368157,6.485837517,8465,17219,87.865746,1633,7168,2169,5300,48217,919,0.852299127,2425,67192,73.81968266,9937271,2001902.856,66.2594547,52.68529311,67.76185205,58.45093871,83.56409578,65.34797789,85.66119756,Education Survey Data,01-11-2025,59.02,62.49,62.28,61.26,67.39,65.17,301,257,173,154,192,4100,2137,2713,07-08-2023,P016
F_S29_Pre-Primary_2023,2023,S14,D0022,Pre-Primary,566526,579636,85.60942104,2.358635397,2472,38413,85.80074553,8763,1627,5777,3582,160310,947,0.971367124,17002,54909,82.50290572,6161754,7278784.636,73.97488572,65.71013088,53.13978959,53.65359538,69.90557308,86.30751348,71.93618681,Education Survey Data,01-11-2025,71.06,71.67,82.99,75.24,82.76,66.98,329,285,265,136,168,5026,2961,3363,07-04-2022,P012
F_S29_Pre-Primary_2024,2024,S23,D0043,Pre-Primary,931723,271480,77.93986399,4.055573697,17544,30096,79.63246405,6438,7431,886,1610,409199,9613,1.07825981,2909,56577,50.50359479,8160117,3851514.358,92.83856121,77.74424701,87.23415264,54.12601744,85.44718494,97.6766491,61.0360539,Education Survey Data,01-11-2025,69.33,84.52,71.01,74.95,82.44,76.39,154,64,66,34,46,1234,668,717,13-07-2022,P017
F_S29_Pre-Primary_2025,2025,S17,D0028,Pre-Primary,289865,412227,90.09991657,7.711449643,28385,10166,87.39987434,2780,6586,160,2205,352132,8218,0.906935619,9445,85802,83.39942487,8880013,3793400.641,66.14920198,76.83168695,73.37455924,60.59158974,78.92150465,59.48222921,90.98351731,Education Survey Data,01-11-2025,71.94,63.56,53.98,63.16,69.48,61.17,89,180,175,156,168,3866,2157,2381,24-09-2021,P019
F_S29_Primary_2020,2020,S27,D0030,Primary,300757,104718,76.05308385,9.102620148,3423,27113,38.00188623,2488,309,4014,5200,408918,224,0.845900131,8601,3389,41.13324148,1930381,1747253.485,79.0012092,72.33456451,98.54993896,54.93066071,72.9855971,92.36605862,82.97099855,Education Survey Data,01-11-2025,70.31,52.29,70.37,64.32,70.75,65.47,273,273,289,287,256,5278,2540,5344,25-09-2023,P014
F_S29_Primary_2021,2021,S36,D0019,Primary,672497,484934,93.90134056,6.813831688,28363,9146,36.65278977,4387,1473,413,5852,242638,7183,1.151811422,12845,88515,65.64863502,5292404,5738551.297,90.57545014,64.45871254,81.1869243,55.37839231,52.36272728,60.42674334,55.64995663,Education Survey Data,01-11-2025,87.64,68,52.07,69.24,76.16,67.56,195,247,219,136,257,4888,1762,3501,24-04-2020,P012
F_S29_Primary_2022,2022,S27,D0038,Primary,749175,237600,64.13111836,7.162363472,36518,14035,32.38700281,9562,1619,3086,3209,186234,7985,1.027855832,6709,59258,50.8582484,4215516,1919104.639,98.87845822,61.32621556,96.70177412,74.71417235,61.33962262,70.43044792,73.9067572,Education Survey Data,01-11-2025,62.9,77.71,75.74,72.12,79.33,73.33,322,235,227,191,236,4187,2005,3108,10-01-2025,P012
F_S29_Primary_2023,2023,S26,D0042,Primary,57335,252034,79.53570913,7.888731561,1350,34954,43.19697665,2938,5347,3251,407,43159,6307,1.031959441,2172,27048,50.65255845,7159623,4242224.995,78.47903188,61.80278647,91.56633981,72.35639537,97.01567402,97.17502205,82.08857458,Education Survey Data,01-11-2025,63.75,83.71,61.76,69.74,76.71,66.6,213,297,296,269,273,4926,2542,5006,10-06-2021,P015
F_S29_Primary_2024,2024,S27,D0020,Primary,308704,117843,67.55125403,3.628686779,45648,27571,84.70559461,4356,1379,27,5155,382596,8858,0.980418058,2166,61251,47.35974882,5664864,6205366.91,69.09947738,91.10245158,59.4790044,70.17880136,60.15558238,69.68007188,52.22349293,Education Survey Data,01-11-2025,63.01,61.39,65.16,63.19,69.51,58.58,165,294,252,268,254,5855,3054,5086,01-02-2020,P019
F_S29_Primary_2025,2025,S07,D0035,Primary,687329,159275,85.45901967,8.61544601,44665,25818,72.1451071,5791,8310,6745,4965,102852,4107,1.107607074,654,11212,84.61962348,7885392,4115533.207,58.94624493,86.23278861,67.88100697,59.21179195,64.20099449,97.28650144,95.47684441,Education Survey Data,01-11-2025,63.56,73.48,77.93,71.66,78.83,73.76,221,432,397,295,328,6604,2887,6354,11-04-2025,P004
F_S29_Secondary_2020,2020,S14,D0022,Secondary,432365,498226,76.1381948,8.160202424,21050,15648,51.57559377,9740,3717,320,2082,450560,8531,1.151758563,8835,90641,47.03884183,3487897,7856697.342,93.39124619,96.37189524,72.779752,74.16629827,89.40566397,57.42573212,69.10304324,Education Survey Data,01-11-2025,62.9,66.74,54.42,61.35,67.49,59.87,269,288,246,263,252,5052,2892,5223,16-12-2020,P008
F_S29_Secondary_2021,2021,S13,D0015,Secondary,218987,384968,77.27917975,5.210459849,13645,36389,67.16930385,7284,2524,872,1390,128821,7176,1.087915669,1474,99997,86.11731935,7271866,1291758.828,93.60345067,99.32263842,56.24002296,56.38718114,84.51388089,75.54409669,80.71913953,Education Survey Data,01-11-2025,77.51,69.26,53.43,66.73,73.4,65.72,338,335,266,240,262,5407,2593,4024,18-12-2022,P019
F_S29_Secondary_2022,2022,S09,D0011,Secondary,674019,72564,96.39678491,1.62133171,12628,23163,77.5913638,234,8546,4329,2227,279022,8525,0.935352267,10994,16807,65.98617386,6255016,2555600.97,82.89878836,61.62376957,62.94986437,74.35201061,83.67628677,58.37452382,90.31388613,Education Survey Data,01-11-2025,79.36,88.51,60.75,76.21,83.83,77.29,100,376,316,208,322,6676,2989,6095,22-09-2024,P004
F_S29_Secondary_2023,2023,S30,D0034,Secondary,226535,280933,89.65963536,2.407922067,37018,4093,36.86844445,4020,2810,5663,2323,393686,6747,1.094634402,16149,5964,94.04238638,4861386,2142256.609,92.99590321,67.23827892,93.17787807,98.23671962,93.35472518,58.77798073,68.72949304,Education Survey Data,01-11-2025,63.43,59.48,75.35,66.09,72.7,61.39,225,309,343,198,265,6266,3440,5624,30-09-2021,P006
F_S29_Secondary_2024,2024,S10,D0024,Secondary,344762,191881,77.28394986,5.081237812,41388,14438,88.7899461,6913,1336,186,2786,487345,5802,1.109460499,15848,52811,88.50619025,3933048,8992577.878,77.33843045,71.59305094,94.74737493,70.79999969,93.83099261,71.46206269,72.36032935,Education Survey Data,01-11-2025,61.34,71.78,52.33,61.82,68,62.42,76,246,252,163,293,5219,2428,4697,15-11-2021,P004
F_S29_Secondary_2025,2025,S21,D0006,Secondary,846012,26887,87.97339545,4.287962458,23000,8771,38.40686534,4594,2435,3894,3829,356375,1086,0.972773744,9190,23501,77.30781725,9985379,505513.5901,69.22826668,71.3961762,58.19878238,93.95259993,58.14295625,52.6285614,95.69460786,Education Survey Data,01-11-2025,71.77,73.27,40.51,61.85,68.04,58.9,195,105,112,73,86,2151,1131,1809,04-06-2023,P008
F_S29_Higher_2020,2020,S20,D0017,Higher,569808,63640,71.87660681,2.702588396,1595,19710,55.46357331,3693,1142,1621,38,342974,6753,0.8708285,19309,84476,85.12592946,8356563,5803179.795,80.95362741,84.78118963,76.6590713,53.40292059,92.14807374,78.66060765,60.43156854,Education Survey Data,01-11-2025,63.58,77.6,61.94,67.71,74.48,65.54,338,182,131,152,110,2975,1180,2152,29-01-2025,P012
F_S29_Higher_2021,2021,S17,D0028,Higher,201711,293135,72.62069592,1.84304655,29783,15385,60.28859608,2189,5401,3087,4579,240907,2300,0.854762816,5406,37773,76.86027922,4712872,8855902.857,84.45249685,78.93797319,72.0853435,68.31108609,55.25171049,62.12098741,96.68578541,Education Survey Data,01-11-2025,73.06,70.69,70.97,71.57,78.73,69.63,192,219,179,214,160,3974,2456,3928,27-03-2025,P012
F_S29_Higher_2022,2022,S07,D0050,Higher,163921,250996,63.8859895,9.825118185,11257,34179,27.71217203,1925,8119,1450,935,216161,4046,0.956597443,1584,61589,79.56145599,5309798,1665890.156,97.34203123,94.37203327,66.1477155,93.07829584,77.03908768,73.21798572,81.65271778,Education Survey Data,01-11-2025,69.62,72.16,76.8,72.86,80.15,66.07,379,324,308,212,186,5904,2083,3854,07-07-2023,P019
F_S29_Higher_2023,2023,S07,D0031,Higher,856551,351887,79.82614506,2.567655407,10920,5099,16.14601774,8592,7872,2521,2282,188118,8899,0.967577714,4171,4108,67.11133968,8128446,2455771.559,96.33499539,74.31691017,89.77802283,50.22699281,98.46768489,54.11963633,59.14264237,Education Survey Data,01-11-2025,55.87,67.26,61.83,61.65,67.82,58.15,238,428,384,271,303,6152,2768,4891,29-04-2021,P016
F_S29_Higher_2024,2024,S14,D0036,Higher,774947,321382,87.82831084,5.695434665,29182,5591,65.07940398,7797,766,221,3228,158371,2829,0.869324487,748,15759,83.43477462,9838357,1152314.201,95.24490441,65.28621409,70.19124224,94.3258986,64.61773399,67.13230165,73.14434906,Education Survey Data,01-11-2025,80.38,71.88,62.3,71.52,78.67,73.42,372,298,205,168,190,4362,2577,3181,08-06-2022,P004
F_S29_Higher_2025,2025,S32,D0009,Higher,927318,105868,98.64548872,8.339662912,14595,6572,48.23430151,2389,7398,5560,4502,166440,917,1.068490841,2510,14722,70.57744322,2493467,2992732.277,70.88348207,95.31482547,74.08953985,99.05382503,90.88193035,71.65936651,62.28654387,Education Survey Data,01-11-2025,82.37,67.6,76.39,75.45,83,75.56,334,312,321,280,209,5311,3484,5774,26-04-2020,P013
F_S29_Vocational_2020,2020,S17,D0010,Vocational,842661,376990,69.19121978,7.209574188,46820,34784,56.45603775,8588,5137,2611,3795,79974,491,0.967544056,3764,17332,59.25300988,1188537,5605982.869,59.74433446,99.98570335,65.36492285,66.65743393,68.89242998,95.37029945,59.30319234,Education Survey Data,01-11-2025,63.1,74.35,49.17,62.21,68.43,60.8,96,396,305,308,303,6260,2700,4524,07-02-2021,P013
F_S29_Vocational_2021,2021,S25,D0021,Vocational,104447,318406,90.14321044,6.199308149,6454,18326,74.60125813,4092,3304,861,2035,163376,9812,0.95215694,11909,99278,41.12332352,5276208,8830048.393,59.1533063,76.21341988,52.33714865,80.9731727,82.54298865,51.86059205,85.45664647,Education Survey Data,01-11-2025,64.9,67.41,62.5,64.94,71.43,64.18,137,178,207,122,190,3213,1624,2917,08-10-2021,P016
F_S29_Vocational_2022,2022,S30,D0034,Vocational,927662,195526,61.92114643,8.835586984,29016,23917,89.31156706,103,6246,6357,4961,339361,5026,0.861740481,12999,31077,66.07608301,1196338,8809845.213,76.21819537,94.2187824,95.51469108,54.82180164,86.58540299,71.91768758,77.64563354,Education Survey Data,01-11-2025,70.29,72.64,67.71,70.21,77.23,67.31,198,75,80,38,49,1218,682,1033,13-01-2023,P017
F_S29_Vocational_2023,2023,S07,D0031,Vocational,813245,180137,70.93610279,2.585746649,46036,26163,26.56255258,1169,2176,5381,1036,318614,9539,1.082303501,15891,90029,86.58029234,9618182,7823626.808,90.92567263,59.31178795,56.98648072,72.29786581,62.94038044,95.87768441,77.35548122,Education Survey Data,01-11-2025,70.68,69.8,70.04,70.17,77.19,72.22,129,373,346,263,277,5540,2495,5744,19-06-2022,P006
F_S29_Vocational_2024,2024,S22,D0029,Vocational,931312,214081,93.29443894,9.077359254,44983,31007,87.76696523,903,1819,3681,6358,273042,6567,0.994584392,6257,68034,74.79211553,4011641,3520151.499,72.04011805,72.26273418,65.44278351,95.89869366,54.62812022,99.66133086,93.18041032,Education Survey Data,01-11-2025,73.27,77.88,61.41,70.85,77.94,68.16,232,66,64,48,61,1048,640,832,03-11-2024,P001
F_S29_Vocational_2025,2025,S23,D0043,Vocational,594068,325205,79.86488775,1.616151551,21593,15405,21.05567766,9498,1319,6347,898,428845,2681,0.877667092,7928,26655,59.41299046,6810988,4976287.577,74.44822531,66.0297423,92.02741543,54.61177113,66.07861311,81.42386782,73.65440586,Education Survey Data,01-11-2025,84.08,69.64,66.31,73.34,80.67,71.7,232,384,325,268,427,7062,3912,6311,21-01-2020,P009
F_S30_Pre-Primary_2020,2020,S23,D0043,Pre-Primary,773069,327411,64.30444669,4.177557647,47672,2196,50.77268066,8564,7213,4600,5316,178559,3019,0.810647891,1988,27336,50.96414284,2202398,4786220.732,92.37360686,57.14436576,55.04689833,75.3814752,72.51221392,68.41776704,92.82234145,Education Survey Data,01-11-2025,66.58,57.59,43.61,55.93,61.52,58.78,296,51,55,43,50,1025,390,898,20-02-2025,P005
F_S30_Pre-Primary_2021,2021,S09,D0011,Pre-Primary,826540,59627,86.08568473,9.169748147,40161,33255,74.42921361,5339,5772,2274,3420,378642,8525,1.023342611,14591,28291,62.21294609,6052473,2009419.523,67.4410905,60.39419712,74.34108111,55.69106785,94.35976989,91.38390476,61.2414457,Education Survey Data,01-11-2025,61.61,78.83,60.08,66.84,73.52,62.82,201,139,133,109,105,2699,1244,1998,08-05-2021,P007
F_S30_Pre-Primary_2022,2022,S01,D0033,Pre-Primary,337923,540865,69.29946301,8.232218277,41540,18942,29.36847204,1254,2976,5039,683,385474,9744,1.14605966,3381,78602,74.55633758,3263645,5023069.708,82.35849567,89.71347565,82.87071445,83.12798399,81.09444128,85.269077,90.92419877,Education Survey Data,01-11-2025,56.97,63.66,70.08,63.57,69.93,66.89,289,354,263,214,336,5797,3505,4726,06-06-2021,P019
F_S30_Pre-Primary_2023,2023,S15,D0046,Pre-Primary,904844,74370,79.83104143,9.190002296,12905,38655,95.8941353,4074,940,3149,1008,57725,3709,0.899838819,17513,8008,88.57260356,5982932,953176.318,82.80242109,82.89349301,80.59639485,54.99484667,97.24705173,55.28320744,91.77968645,Education Survey Data,01-11-2025,62.15,65.42,57.16,61.58,67.74,55.83,322,169,159,121,160,2925,1435,2829,16-02-2021,P007
F_S30_Pre-Primary_2024,2024,S07,D0001,Pre-Primary,326879,523993,99.44320202,2.581174477,19696,8415,77.2657631,1663,1002,6215,2402,452117,1022,1.118225683,4223,82522,51.36567346,2287750,7297635.894,68.05973042,59.06115631,96.26309184,97.9076343,94.28767855,62.13822388,96.0195433,Education Survey Data,01-11-2025,67.73,65.83,66.53,66.7,73.37,69.92,330,276,258,167,171,4710,2250,4081,09-08-2025,P013
F_S30_Pre-Primary_2025,2025,S25,D0021,Pre-Primary,927930,512490,61.06358887,3.000167993,44972,14634,46.55807724,630,7583,1467,1226,337828,9454,1.040827126,18991,5567,59.39562053,4604412,1733692.869,69.83649397,78.68895345,81.12155305,65.44532831,63.19386711,77.37998286,91.26194281,Education Survey Data,01-11-2025,82.36,79.62,70.02,77.33,85.06,73.48,156,406,377,327,366,5506,2433,5701,03-05-2024,P001
F_S30_Primary_2020,2020,S14,D0023,Primary,506542,473992,88.93611978,8.494214716,12800,709,65.98862049,1275,8142,2853,1027,102757,1680,0.971826032,5270,90520,60.39478206,6974064,724362.9143,96.05164241,51.50030555,52.83415401,75.29621904,97.23057203,54.16771894,94.99145999,Education Survey Data,01-11-2025,63.86,55.05,62.92,60.61,66.67,58.82,198,114,78,98,83,1970,948,1278,12-10-2024,P001
F_S30_Primary_2021,2021,S32,D0009,Primary,724007,505953,61.83762046,1.803081172,37237,2582,34.67850157,6842,5623,5166,6860,156057,4492,0.828060751,18055,43283,47.91481479,4589222,2856443.872,91.2848087,65.16406414,61.93517319,83.21541988,80.9285818,78.63485314,61.23434996,Education Survey Data,01-11-2025,69.79,91.96,67.53,76.43,84.07,68.12,201,225,230,212,247,3729,1665,3863,25-04-2023,P015
F_S30_Primary_2022,2022,S07,D0001,Primary,674590,469650,98.80862068,5.684878836,34462,29808,44.17613239,5316,5856,3607,6610,62908,4833,0.950177939,4113,16936,46.72995141,8714053,8849077.489,74.41227856,59.60153317,83.42804497,93.57710744,74.52352261,80.85206507,99.50853749,Education Survey Data,01-11-2025,67.87,77.39,57.34,67.53,74.28,64.41,193,220,212,173,199,4050,2122,2806,10-10-2020,P008
F_S30_Primary_2023,2023,S25,D0021,Primary,77226,532037,88.90725283,2.339339186,23759,29903,43.96765888,486,6693,1775,846,438898,2827,1.150858774,2743,48022,76.63686896,8301604,2679344.766,58.85377067,53.86518644,70.51414051,53.5099486,99.82922008,76.83135545,81.19152888,Education Survey Data,01-11-2025,77.51,71.56,64.14,71.07,78.18,65.84,191,461,340,316,378,6902,3333,6043,06-02-2022,P012
F_S30_Primary_2024,2024,S14,D0022,Primary,93714,404581,94.19675221,9.095691475,26794,6648,70.57341555,8817,8172,5948,429,81237,1747,1.001668804,14754,37189,83.00840189,9263429,1076487.83,61.88577471,80.74874351,95.78609162,60.5207901,95.43556056,62.97530371,58.05322313,Education Survey Data,01-11-2025,88.22,69.62,71.49,76.44,84.08,71.97,362,271,220,200,235,4213,1904,4006,24-06-2020,P012
F_S30_Primary_2025,2025,S10,D0004,Primary,817229,139013,92.05706148,7.173636739,48108,32809,84.5719444,6717,4778,1218,1480,341375,6487,1.169634141,10727,21973,75.96995279,6503999,6086874.703,63.05630431,56.99171455,74.01609312,78.47585327,96.64669205,80.69196669,75.52140713,Education Survey Data,01-11-2025,63.75,72,67.41,67.72,74.49,65.54,209,282,285,272,242,5316,2957,3516,10-03-2023,P020
F_S30_Secondary_2020,2020,S07,D0001,Secondary,756470,572293,96.5396108,7.552418855,32456,38998,28.80822884,703,989,4991,1962,93329,6287,1.097484884,14875,5518,67.44638416,2183675,6758089.053,58.90167633,78.78453832,56.84109658,63.15511273,96.46776538,70.81900768,88.64250756,Education Survey Data,01-11-2025,64.08,73.65,60.72,66.15,72.77,67.41,225,191,192,131,184,3870,1467,3481,28-02-2023,P016
F_S30_Secondary_2021,2021,S17,D0010,Secondary,408028,305060,64.97345401,4.587435855,6282,14470,83.94912302,2477,8094,1690,4816,401206,106,0.925371514,16738,99041,61.83245962,3951756,5761890.894,91.02260261,64.0319755,60.12127045,76.10108098,95.92378247,75.20538155,74.60791938,Education Survey Data,01-11-2025,76.35,74.52,68.02,72.96,80.26,71.29,395,189,167,162,221,3628,1802,3225,05-06-2023,P005
F_S30_Secondary_2022,2022,S13,D0015,Secondary,635012,381178,72.57357786,4.302552743,47798,19063,93.9535741,4546,4398,1556,4493,198067,4672,1.137798047,10491,93474,43.13678895,8775416,4135644.902,78.68461474,92.76609996,84.07544213,63.73850611,64.43779532,55.29406076,89.04319874,Education Survey Data,01-11-2025,73.46,73.89,72.43,73.26,80.59,71.86,99,174,168,139,159,3020,1393,2861,08-08-2022,P004
F_S30_Secondary_2023,2023,S14,D0036,Secondary,441439,49207,84.78455545,2.262639093,35549,36132,32.04923608,3631,2482,1921,19,459813,4893,1.085407377,11893,92410,66.03125021,1275286,4114357.889,87.86651695,72.16221669,99.72242624,84.87215015,67.07498073,99.40818561,60.25339704,Education Survey Data,01-11-2025,82.77,70.63,47.55,66.98,73.68,62,217,101,103,79,101,1797,758,1171,28-05-2021,P009
F_S30_Secondary_2024,2024,S22,D0029,Secondary,209846,316494,72.545842,6.371160822,9970,30615,41.07693113,9887,5309,1607,3111,324649,3230,1.062087075,14026,31780,65.43831811,4863622,7023320.392,80.23728096,92.22627045,70.64542326,68.24121024,62.5506715,85.71667605,60.33509441,Education Survey Data,01-11-2025,72.67,68.62,76.43,72.57,79.83,67.67,327,403,351,221,378,5636,3837,4982,29-09-2024,P008
F_S30_Secondary_2025,2025,S15,D0046,Secondary,322486,267553,90.32282624,1.504522957,34159,38974,95.24374941,5460,6302,3364,4275,412786,6902,1.017588226,11967,87739,61.72157541,7871608,706264.5804,73.24308254,76.3189583,62.54888308,74.19345407,65.21293406,95.75639835,95.00197704,Education Survey Data,01-11-2025,65.13,68.94,62.97,65.68,72.25,69.51,115,103,111,85,119,1693,1085,1808,03-01-2022,P009
F_S30_Higher_2020,2020,S13,D0005,Higher,791416,547009,71.70765496,5.353889202,19215,7459,68.32952483,760,3525,875,2906,487491,5706,1.09038814,18078,78837,66.03260143,8379397,6258933.891,63.73252588,91.60994815,51.00094243,67.3289818,62.3939513,84.79079805,63.84487255,Education Survey Data,01-11-2025,72.73,68.64,69.83,70.4,77.44,66.15,266,234,223,227,246,4502,1779,2876,17-06-2020,P018
F_S30_Higher_2021,2021,S22,D0029,Higher,951499,264738,94.9509321,7.340880622,46662,31563,68.54993404,6438,7045,237,1992,285723,6509,0.831364418,9075,86074,43.17572351,3863941,7758186.461,53.32289508,52.25152801,58.2822399,99.85778772,55.51625423,62.07938474,65.66804226,Education Survey Data,01-11-2025,76.87,77.94,76.78,77.2,84.92,79.45,166,93,77,69,82,1542,940,1133,21-05-2021,P007
F_S30_Higher_2022,2022,S02,D0047,Higher,471579,529292,96.92846613,7.161746027,25974,23405,81.37768194,410,4201,5549,5266,193943,3841,1.034291554,4830,35942,74.4437987,4489147,2913208.062,75.09107345,92.98086025,95.47937075,83.6429687,63.90378789,78.02955745,69.60597344,Education Survey Data,01-11-2025,74.56,74.15,53.65,67.45,74.2,64.98,331,116,117,106,83,2218,1080,2123,25-03-2022,P017
F_S30_Higher_2023,2023,S02,D0047,Higher,506508,398010,79.70868533,6.066542569,16815,15342,98.43246431,624,3658,6722,6737,235515,7698,1.101552758,16851,36617,53.66007435,2177634,736768.1893,98.55198737,87.79155472,83.70574511,59.31054494,58.7438274,58.80359751,77.00119753,Education Survey Data,01-11-2025,72.06,49.42,59.62,60.37,66.41,59.34,153,290,276,215,309,5294,3422,4163,11-02-2020,P006
F_S30_Higher_2024,2024,S15,D0027,Higher,432836,471338,69.81444421,6.283679961,42174,28258,53.97590656,4103,216,4118,5569,397882,5402,0.939685251,637,18379,41.05403102,8095884,6432296.09,93.68198193,81.82739785,59.39049327,96.55202874,66.69263616,81.01643733,50.73736313,Education Survey Data,01-11-2025,76.53,74.59,63.4,71.51,78.66,72.57,182,433,428,386,307,7064,3256,7119,27-12-2020,P004
F_S30_Higher_2025,2025,S14,D0025,Higher,406096,47495,68.68161042,8.732264648,7230,35399,66.98444835,5199,8579,6612,2726,118067,3473,0.833857272,16041,51084,50.97681939,4929742,2230304.301,70.59487563,99.36462733,69.30679105,87.32023697,81.19343655,78.82240751,50.46048782,Education Survey Data,01-11-2025,77.35,71.36,58.95,69.22,76.14,71.11,258,219,168,162,162,3527,1978,2646,21-10-2023,P006
